item_id	target_slot_id	original_pv_id	original_pv	current_target_pv	condition	expected_response	target_form	sentence_text	intended_sense	mismatch_type	source_set	source_material	source_item_or_pair_id	candidate_id	quality_status	review_score_100	score_basis	revision_priority	pair_rationale	notes
cljt_028a	cljt_028	pv_028	reach out	reach out	acceptable	acceptable	reached out	The nurse reached out to patients.	contact someone or offer help	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_028a		prelim_pass_native_review_required	84	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are health-domain nouns; the target sense requires a person or group that can be contacted.	v6 candidate: pre-audio expert review required; do not record yet; Communication/help sense can work with human/institutional recipients.
cljt_028b	cljt_028	pv_028	reach out	reach out	unacceptable	unacceptable	reached out	The nurse reached out to symptoms.	contact someone or offer help	recipient_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_028b		prelim_pass_native_review_required	84	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both complements are health-domain nouns; the target sense requires a person or group that can be contacted.	v6 candidate: pre-audio expert review required; do not record yet; Communication/help sense can work with human/institutional recipients.
cljt_029a	cljt_029	pv_029	keep up	set off	acceptable	acceptable	set off	The comment set off a heated debate.	cause_event_or_reaction_to_start	none	v2_replacement	PHaVE	v2_011	rep_028	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Debate and summary are discourse-domain products; only debate is an event/reaction that can be triggered.	replaces pv_029 keep up; candidate_id=rep_028; original_v6_action=replace_or_rewrite; Summary is a document/product cue; consider replacing with dispute in review.
cljt_029b	cljt_029	pv_029	keep up	set off	unacceptable	unacceptable	set off	The comment set off a heated summary.	cause_event_or_reaction_to_start	wrong_triggered_event	v2_replacement	PHaVE	v2_011	rep_028	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Debate and summary are discourse-domain products; only debate is an event/reaction that can be triggered.	replaces pv_029 keep up; candidate_id=rep_028; original_v6_action=replace_or_rewrite; Summary is a document/product cue; consider replacing with dispute in review.
cljt_030a	cljt_030	pv_030	put up	put up	acceptable	acceptable	put up	The bidder put up the required deposit.	provide money or security for a purpose	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_030	multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are procurement-domain requirements; a deposit can be put up as security, whereas an estimate is submitted or provided rather than put up in this sense.	multi-agent synthesis v1; replaces banner/brochure display pair because put up a brochure is plausibly acceptable; security-money sense improves C1 construct fit.
cljt_030b	cljt_030	pv_030	put up	put up	unacceptable	unacceptable	put up	The bidder put up the required estimate.	provide money or security for a purpose	security_payment_object_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_030	multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are procurement-domain requirements; a deposit can be put up as security, whereas an estimate is submitted or provided rather than put up in this sense.	multi-agent synthesis v1; replaces banner/brochure display pair because put up a brochure is plausibly acceptable; security-money sense improves C1 construct fit.
cljt_031a	cljt_031	pv_031	turn around	go through	acceptable	acceptable	went through	The amendment went through the committee.	be approved or pass through a formal process	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_031	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements belong to legislative/legal discourse; an amendment can pass through a committee, whereas testimony is evidence and not the institutional approval path of the amendment.	multi-agent synthesis v2; replaces turn around because improvement/reversal/work-speed readings remain hard to control in one short aural sentence.
cljt_031b	cljt_031	pv_031	turn around	go through	unacceptable	unacceptable	went through	The amendment went through the testimony.	be approved or pass through a formal process	approval_path_evidence_object_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_031	multi_agent_v2	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both complements belong to legislative/legal discourse; an amendment can pass through a committee, whereas testimony is evidence and not the institutional approval path of the amendment.	multi-agent synthesis v2; replaces turn around because improvement/reversal/work-speed readings remain hard to control in one short aural sentence.
cljt_032a	cljt_032	pv_032	back up	back up	acceptable	acceptable	backed up	The results backed up the hypothesis.	support with evidence	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_032	multi_agent_v2	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects are research-domain nouns; a hypothesis is a claim that results can support, whereas a questionnaire is an instrument rather than a proposition supported by results.	multi-agent synthesis v2; replaces conclusion/confusion with a tighter research-internal claim/instrument contrast.
cljt_032b	cljt_032	pv_032	back up	back up	unacceptable	unacceptable	backed up	The results backed up the questionnaire.	support with evidence	evidence_support_instrument_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_032	multi_agent_v2	multi_agent_revision_native_review_required	92	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects are research-domain nouns; a hypothesis is a claim that results can support, whereas a questionnaire is an instrument rather than a proposition supported by results.	multi-agent synthesis v2; replaces conclusion/confusion with a tighter research-internal claim/instrument contrast.
cljt_033a	cljt_033	pv_033	look out	open up	acceptable	acceptable	opened up	The ruling opened up new appeal options.	make available or possible	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_033	rep_012;multi_agent_v1	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are appeal-domain outcomes; options can become available, whereas deadlines are set, extended, or missed rather than opened up.	multi-agent synthesis v1; revises opportunities/objections pair because objections could be caused or invited by a policy; legal appeal frame blocks disclosure/speaking readings.
cljt_033b	cljt_033	pv_033	look out	open up	unacceptable	unacceptable	opened up	The ruling opened up new appeal deadlines.	make available or possible	availability_object_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_033	rep_012;multi_agent_v1	multi_agent_revision_native_review_required	91	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are appeal-domain outcomes; options can become available, whereas deadlines are set, extended, or missed rather than opened up.	multi-agent synthesis v1; revises opportunities/objections pair because objections could be caused or invited by a policy; legal appeal frame blocks disclosure/speaking readings.
cljt_034a	cljt_034	pv_034	take out	take out	acceptable	acceptable	took out	The client took out a mortgage.	obtain an official service or document	none	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_034a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are finance/document nouns; mortgage fits the obtain-an-official-service sense, while receipt does not.	v6 candidate: pre-audio expert review required; do not record yet; Official-service sense can work with loans/policies; remove-from-container and social-date senses compete.
cljt_034b	cljt_034	pv_034	take out	take out	unacceptable	unacceptable	took out	The client took out a receipt.	obtain an official service or document	official_document_mismatch	v6_retained_or_reserve	Sonbul_ElDakhs_2024_supplement	ljt_034b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are finance/document nouns; mortgage fits the obtain-an-official-service sense, while receipt does not.	v6 candidate: pre-audio expert review required; do not record yet; Official-service sense can work with loans/policies; remove-from-container and social-date senses compete.
cljt_035a	cljt_035	pv_035	look back	fill in	acceptable	acceptable	filled in	The consultant filled in for the project chair.	act as a temporary substitute for someone	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_035	rep_033;multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both complements are project-governance nouns; a chair is a role/person one can temporarily replace, whereas a meeting is an event rather than the person or role substituted for.	multi-agent synthesis v1; replaces fill someone in on X frame because almost any topic can fit that frame; substitute-for sense gives cleaner acceptability contrast.
cljt_035b	cljt_035	pv_035	look back	fill in	unacceptable	unacceptable	filled in	The consultant filled in for the project meeting.	act as a temporary substitute for someone	substitution_role_object_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_035	rep_033;multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both complements are project-governance nouns; a chair is a role/person one can temporarily replace, whereas a meeting is an event rather than the person or role substituted for.	multi-agent synthesis v1; replaces fill someone in on X frame because almost any topic can fit that frame; substitute-for sense gives cleaner acceptability contrast.
cljt_036a	cljt_036	pv_036	go up	hold up	acceptable	acceptable	held up	The appeal held up the construction permit.	delay progress or completion	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_036	rep_024;multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are construction-administration nouns; a permit process can be delayed by an appeal, whereas a blueprint is a document, not the progress point being held up.	multi-agent synthesis v1; replaces payment/receipt pair because receipt can also be delayed; appeal subject suppresses literal holding-up readings.
cljt_036b	cljt_036	pv_036	go up	hold up	unacceptable	unacceptable	held up	The appeal held up the construction blueprint.	delay progress or completion	delayed_process_object_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_036	rep_024;multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects are construction-administration nouns; a permit process can be delayed by an appeal, whereas a blueprint is a document, not the progress point being held up.	multi-agent synthesis v1; replaces payment/receipt pair because receipt can also be delayed; appeal subject suppresses literal holding-up readings.
cljt_037a	cljt_037	pv_037	go down	shut down	acceptable	acceptable	shut down	The agency shut down the program.	stop_operating_or_functioning	none	v2_replacement	PHaVE	v2_015	rep_015	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Program and reason are institutional-domain nouns; only the program is an operation that can be shut down.	replaces pv_037 go down; candidate_id=rep_015; original_v6_action=replace_or_rewrite; Strong candidate; check whether reason is too obviously wrong.
cljt_037b	cljt_037	pv_037	go down	shut down	unacceptable	unacceptable	shut down	The agency shut down the reason.	stop_operating_or_functioning	wrong_shutdown_object	v2_replacement	PHaVE	v2_015	rep_015	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Program and reason are institutional-domain nouns; only the program is an operation that can be shut down.	replaces pv_037 go down; candidate_id=rep_015; original_v6_action=replace_or_rewrite; Strong candidate; check whether reason is too obviously wrong.
cljt_038a	cljt_038	pv_038	come on	turn down	acceptable	acceptable	turned down	The board turned down the proposal.	refuse_or_reject_offer_request_opportunity	none	v2_replacement	PHaVE	v2_016	rep_016	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Proposal and evidence are decision-domain objects; evidence is normally excluded or dismissed, not turned down.	replaces pv_038 come on; candidate_id=rep_016; original_v6_action=drop; Check legal/register acceptability of turn down evidence.
cljt_038b	cljt_038	pv_038	come on	turn down	unacceptable	unacceptable	turned down	The board turned down the evidence.	refuse_or_reject_offer_request_opportunity	wrong_refusal_object	v2_replacement	PHaVE	v2_016	rep_016	minor_revision_needed	88	self_review_against_c_level_rubric_v2	native_review_then_pilot	Proposal and evidence are decision-domain objects; evidence is normally excluded or dismissed, not turned down.	replaces pv_038 come on; candidate_id=rep_016; original_v6_action=drop; Check legal/register acceptability of turn down evidence.
cljt_039a	cljt_039	pv_039	come in	take over	acceptable	acceptable	took over	The deputy took over the project.	gain_control_or_responsibility	none	v2_replacement	PHaVE	v2_017	rep_017	production_candidate_after_native_review	90	self_review_against_c_level_rubric_v2	native_review_then_pilot_strong	Project and advice are workplace-domain objects; advice cannot normally be taken over as responsibility.	replaces pv_039 come in; candidate_id=rep_017; original_v6_action=replace_or_rewrite; Best current draft among replacements.
cljt_039b	cljt_039	pv_039	come in	take over	unacceptable	unacceptable	took over	The deputy took over the advice.	gain_control_or_responsibility	wrong_control_object	v2_replacement	PHaVE	v2_017	rep_017	production_candidate_after_native_review	90	self_review_against_c_level_rubric_v2	native_review_then_pilot_strong	Project and advice are workplace-domain objects; advice cannot normally be taken over as responsibility.	replaces pv_039 come in; candidate_id=rep_017; original_v6_action=replace_or_rewrite; Best current draft among replacements.
cljt_040a	cljt_040	pv_040	come out	come out	acceptable	acceptable	came out	The senator came out against the proposal.	publicly declare a position	none	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_040	multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects belong to public-hearing or policy discourse; a proposal is a stance target one can come out against, whereas evidence is normally challenged or disputed, not opposed through this come-out-against frame.	multi-agent synthesis v1; replaces reveal-sense secret/witness pair because person subjects invite literal/social readings; stance frame makes the target sense clearer.
cljt_040b	cljt_040	pv_040	come out	come out	unacceptable	unacceptable	came out	The senator came out against the evidence.	publicly declare a position	stance_target_mismatch	multi_agent_revision_v1	multi_agent_synthesis_2026-07-04	cljt_040	multi_agent_v1	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v1	native_review_then_pilot_strong	Both objects belong to public-hearing or policy discourse; a proposal is a stance target one can come out against, whereas evidence is normally challenged or disputed, not opposed through this come-out-against frame.	multi-agent synthesis v1; replaces reveal-sense secret/witness pair because person subjects invite literal/social readings; stance frame makes the target sense clearer.
cljt_041a	cljt_041	pv_041	bring about	bring about	acceptable	acceptable	brought about	The reforms brought about change.	cause something to happen	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_041a		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are policy/research nouns; reforms can cause change, whereas evidence is normally produced or found rather than brought about by reforms.	v6 candidate: pre-audio expert review required; do not record yet; Causation sense can work in academic contexts if result nouns are controlled.
cljt_041b	cljt_041	pv_041	bring about	bring about	unacceptable	unacceptable	brought about	The reforms brought about evidence.	cause something to happen	causal_result_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_041b		prelim_pass_native_review_required	80	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	minor_revision_before_pilot	Both objects are policy/research nouns; reforms can cause change, whereas evidence is normally produced or found rather than brought about by reforms.	v6 candidate: pre-audio expert review required; do not record yet; Causation sense can work in academic contexts if result nouns are controlled.
cljt_042a	cljt_042	pv_042	carry out	carry out	acceptable	acceptable	carried out	The researchers carried out the analysis.	conduct or perform a task	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_042a		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are research-domain nouns; analysis is a task that can be carried out, whereas hypothesis is a proposition to test.	v6 candidate: pre-audio expert review required; do not record yet; Conduct/perform task sense is strong for academic LJT; use plausible wrong task objects.
cljt_042b	cljt_042	pv_042	carry out	carry out	unacceptable	unacceptable	carried out	The researchers carried out the hypothesis.	conduct or perform a task	research_task_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_042b		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are research-domain nouns; analysis is a task that can be carried out, whereas hypothesis is a proposition to test.	v6 candidate: pre-audio expert review required; do not record yet; Conduct/perform task sense is strong for academic LJT; use plausible wrong task objects.
cljt_043a	cljt_043	pv_043	rule out	rule out	acceptable	acceptable	ruled out	The doctor ruled out infection.	exclude a possibility	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_043a		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are medical-domain nouns; infection can be excluded as a possibility, whereas symptoms are observed signs, not the ruled-out condition.	v6 candidate: pre-audio expert review required; do not record yet; Exclude-possibility sense is a strong academic candidate with manageable near-misses.
cljt_043b	cljt_043	pv_043	rule out	rule out	unacceptable	unacceptable	ruled out	The doctor ruled out symptoms.	exclude a possibility	diagnostic_possibility_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_043b		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are medical-domain nouns; infection can be excluded as a possibility, whereas symptoms are observed signs, not the ruled-out condition.	v6 candidate: pre-audio expert review required; do not record yet; Exclude-possibility sense is a strong academic candidate with manageable near-misses.
cljt_044a	cljt_044	pv_044	point out	bring down	acceptable	acceptable	brought down	The scandal brought down the minister.	cause someone to lose power or position	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_044	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to political-news discourse; a minister is a status holder who can be forced from office, whereas a briefing is an event or information session, not someone in power.	multi-agent synthesis v2; replaces point out because the information-object frame accepts too many possible complements and is difficult to make selectively unacceptable.
cljt_044b	cljt_044	pv_044	point out	bring down	unacceptable	unacceptable	brought down	The scandal brought down the briefing.	cause someone to lose power or position	status_holder_event_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_044	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to political-news discourse; a minister is a status holder who can be forced from office, whereas a briefing is an event or information session, not someone in power.	multi-agent synthesis v2; replaces point out because the information-object frame accepts too many possible complements and is difficult to make selectively unacceptable.
cljt_045a	cljt_045	pv_045	sum up	sum up	acceptable	acceptable	summed up	The abstract summed up the study.	summarize the main points	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_045a		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both nouns are academic-document nouns; an abstract summarizes a study, not a heading.	v6 candidate: pre-audio expert review required; do not record yet; Summarize-content sense is strong if both conditions use text/content objects.
cljt_045b	cljt_045	pv_045	sum up	sum up	unacceptable	unacceptable	summed up	The abstract summed up the heading.	summarize the main points	summary_object_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_045b		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both nouns are academic-document nouns; an abstract summarizes a study, not a heading.	v6 candidate: pre-audio expert review required; do not record yet; Summarize-content sense is strong if both conditions use text/content objects.
cljt_046a	cljt_046	pv_046	follow up	follow up	acceptable	acceptable	followed up	The clinic followed up on the patient referral.	take further action on a case or matter	none	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_046	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to clinic-patient administration; a referral triggers further action, whereas a brochure is informational material rather than a case or matter requiring follow-up.	multi-agent synthesis v2; improves thermometer pair with a same-domain administrative near-miss, though native review should check breadth of follow up on.
cljt_046b	cljt_046	pv_046	follow up	follow up	unacceptable	unacceptable	followed up	The clinic followed up on the patient brochure.	take further action on a case or matter	follow_up_trigger_material_mismatch	multi_agent_revision_v2	multi_agent_synthesis_2026-07-04_round2	cljt_046	multi_agent_v2	multi_agent_revision_native_review_required	90	multi_agent_consensus_against_c_level_rubric_v2	native_review_then_pilot_strong	Both objects belong to clinic-patient administration; a referral triggers further action, whereas a brochure is informational material rather than a case or matter requiring follow-up.	multi-agent synthesis v2; improves thermometer pair with a same-domain administrative near-miss, though native review should check breadth of follow up on.
cljt_047a	cljt_047	pv_047	lay out	lay out	acceptable	acceptable	laid out	The diagram laid out the process.	present or arrange clearly	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_047a		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are document/information nouns; diagram can present a process clearly, not normally a footnote.	v6 candidate: pre-audio expert review required; do not record yet; Present/organize-information sense is strong, but literal arrangement sense must be avoided.
cljt_047b	cljt_047	pv_047	lay out	lay out	unacceptable	unacceptable	laid out	The diagram laid out the footnote.	present or arrange clearly	information_organization_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_047b		prelim_pass_native_review_required	100	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot_strong	Both objects are document/information nouns; diagram can present a process clearly, not normally a footnote.	v6 candidate: pre-audio expert review required; do not record yet; Present/organize-information sense is strong, but literal arrangement sense must be avoided.
cljt_048a	cljt_048	pv_048	work out	work out	acceptable	acceptable	worked out	The students worked out the equation.	find or calculate a solution	none	v6_retained_or_reserve	S&AW_PHaVE	ljt_048a		prelim_pass_native_review_required	85	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot	Both objects are classroom-domain nouns; equation is a problem that can be solved, whereas pencil is not.	v6 candidate: pre-audio expert review required; do not record yet; Solution/calculation sense is strong if both conditions involve problems or quantities.
cljt_048b	cljt_048	pv_048	work out	work out	unacceptable	unacceptable	worked out	The students worked out the pencil.	find or calculate a solution	problem_solving_object_mismatch	v6_retained_or_reserve	S&AW_PHaVE	ljt_048b		prelim_pass_native_review_required	85	derived_from_v6_pre_audio_audit_using_c_level_rubric_weights	native_review_then_pilot	Both objects are classroom-domain nouns; equation is a problem that can be solved, whereas pencil is not.	v6 candidate: pre-audio expert review required; do not record yet; Solution/calculation sense is strong if both conditions involve problems or quantities.
